240491;Patrick Street;Curraheen;Friday;02/09/2016;09:30:49;09:36:00;09:35:03
240561;UCC WGB;Curraheen;Friday;02/09/2016;09:30:50;09:31:00;09:32:18
240001;CIT Technology Park;Curraheen;Friday;02/09/2016;09:30:51;09:34:00;09:46:18
240491;Patrick Street;Curraheen;Friday;02/09/2016;09:33:55;09:36:00;09:35:03
240561;UCC WGB;Curraheen;Friday;02/09/2016;09:33:55;09:35:00;09:41:00
240001;CIT Technology Park;Curraheen;Friday;02/09/2016;09:33:56;09:34:00;09:45:18
240491;Patrick Street;Curraheen;Friday;02/09/2016;09:37:00;09:46:00;09:35:03
240561;UCC WGB;Curraheen;Friday;02/09/2016;09:37:01;09:45:00;09:43:18
240001;CIT Technology Park;Curraheen;Friday;02/09/2016;09:37:02;09:44:00;09:43:48
240491;Patrick Street;Curraheen;Friday;02/09/2016;09:40:06;09:46:00;09:45:29
240561;UCC WGB;Curraheen;Friday;02/09/2016;09:40:07;09:45:00;09:43:18
240001;CIT Technology Park;Curraheen;Friday;02/09/2016;09:40:08;09:44:00;09:43:48
240491;Patrick Street;Curraheen;Friday;02/09/2016;09:43:12;09:46:00;09:44:05
240561;UCC WGB;Curraheen;Friday;02/09/2016;09:43:13;09:45:00;09:43:18
240001;CIT Technology Park;Curraheen;Friday;02/09/2016;09:43:14;09:44:00;09:56:18
241111;CIT Technology Park;Lotabeg;Friday;02/09/2016;18:31:37;18:41:00;18:41:51
240101;UCC WGB;Lotabeg;Friday;02/09/2016;18:31:38;18:41:00;18:56:51
240171;Patrick Street;Lotabeg;Friday;02/09/2016;18:31:38;19:00:00;18:28:40
241111;CIT Technology Park;Lotabeg;Friday;02/09/2016;18:34:41;18:41:00;18:41:13
240101;UCC WGB;Lotabeg;Friday;02/09/2016;18:34:42;18:41:00;18:56:13
240171;Patrick Street;Lotabeg;Friday;02/09/2016;18:34:43;19:00:00;19:04:13
241111;CIT Technology Park;Lotabeg;Friday;02/09/2016;18:37:46;18:41:00;18:38:10
240101;UCC WGB;Lotabeg;Friday;02/09/2016;18:37:47;18:41:00;18:53:10
240171;Patrick Street;Lotabeg;Friday;02/09/2016;18:37:47;19:00:00;19:01:10
241111;CIT Technology Park;Lotabeg;Friday;02/09/2016;18:40:50;18:41:00;18:49:23
240101;UCC WGB;Lotabeg;Friday;02/09/2016;18:40:51;18:41:00;18:55:18
240171;Patrick Street;Lotabeg;Friday;02/09/2016;18:40:52;19:00:00;19:03:18
241111;CIT Technology Park;Lotabeg;Friday;02/09/2016;18:43:55;18:51:00;18:44:49
240101;UCC WGB;Lotabeg;Friday;02/09/2016;18:43:56;18:51:00;18:55:49
240171;Patrick Street;Lotabeg;Friday;02/09/2016;18:43:57;19:00:00;19:03:49
240491;Patrick Street;Curraheen;Saturday;03/09/2016;09:31:27;09:51:00;10:03:00
240561;UCC WGB;Curraheen;Saturday;03/09/2016;09:31:29;09:59:00;09:39:00
240001;CIT Technology Park;Curraheen;Saturday;03/09/2016;09:31:33;09:40:00;09:52:00
240491;Patrick Street;Curraheen;Saturday;03/09/2016;09:34:41;09:51:00;10:03:08
240561;UCC WGB;Curraheen;Saturday;03/09/2016;09:34:43;09:59:00;09:39:00
240001;CIT Technology Park;Curraheen;Saturday;03/09/2016;09:34:46;09:40:00;09:52:49
240491;Patrick Street;Curraheen;Saturday;03/09/2016;09:37:55;09:51:00;10:03:08
240561;UCC WGB;Curraheen;Saturday;03/09/2016;09:37:56;09:59:00;09:40:53
240001;CIT Technology Park;Curraheen;Saturday;03/09/2016;09:37:59;09:40:00;09:54:19
240491;Patrick Street;Curraheen;Saturday;03/09/2016;09:41:09;09:51:00;10:03:00
240561;UCC WGB;Curraheen;Saturday;03/09/2016;09:41:10;09:59:00;09:41:19
240001;CIT Technology Park;Curraheen;Saturday;03/09/2016;09:41:13;10:12:00;09:54:19
240491;Patrick Street;Curraheen;Saturday;03/09/2016;09:44:31;09:51:00;10:03:00
240561;UCC WGB;Curraheen;Saturday;03/09/2016;09:44:36;09:59:00;10:19:00
240001;CIT Technology Park;Curraheen;Saturday;03/09/2016;09:44:46;10:12:00;09:53:26
241111;CIT Technology Park;Lotabeg;Saturday;03/09/2016;18:32:40;18:51:00;18:52:49
240101;UCC WGB;Lotabeg;Saturday;03/09/2016;18:32:41;18:42:00;18:47:18
240171;Patrick Street;Lotabeg;Saturday;03/09/2016;18:32:41;18:52:00;18:55:07
241111;CIT Technology Park;Lotabeg;Saturday;03/09/2016;18:35:44;18:51:00;18:51:00
240101;UCC WGB;Lotabeg;Saturday;03/09/2016;18:35:44;18:42:00;18:48:29
240171;Patrick Street;Lotabeg;Saturday;03/09/2016;18:35:45;18:52:00;18:56:48
241111;CIT Technology Park;Lotabeg;Saturday;03/09/2016;18:38:47;18:51:00;18:51:00
240101;UCC WGB;Lotabeg;Saturday;03/09/2016;18:38:48;18:42:00;18:46:16
240171;Patrick Street;Lotabeg;Saturday;03/09/2016;18:38:48;18:52:00;18:54:16
241111;CIT Technology Park;Lotabeg;Saturday;03/09/2016;18:41:51;18:51:00;18:51:00
240101;UCC WGB;Lotabeg;Saturday;03/09/2016;18:41:52;18:42:00;18:46:16
240171;Patrick Street;Lotabeg;Saturday;03/09/2016;18:41:52;18:52:00;18:54:16
240491;Patrick Street;Curraheen;Monday;05/09/2016;09:32:00;09:36:00;09:34:00
240561;UCC WGB;Curraheen;Monday;05/09/2016;09:32:01;09:35:00;09:41:00
240001;CIT Technology Park;Curraheen;Monday;05/09/2016;09:32:02;09:34:00;09:35:49
240491;Patrick Street;Curraheen;Monday;05/09/2016;09:35:08;09:36:00;09:34:00
240561;UCC WGB;Curraheen;Monday;05/09/2016;09:35:08;09:45:00;09:41:40
240001;CIT Technology Park;Curraheen;Monday;05/09/2016;09:35:10;09:37:00;09:42:19
240491;Patrick Street;Curraheen;Monday;05/09/2016;09:38:15;09:46:00;09:45:17
240561;UCC WGB;Curraheen;Monday;05/09/2016;09:38:16;09:45:00;09:44:17
240001;CIT Technology Park;Curraheen;Monday;05/09/2016;09:38:18;09:44:00;09:42:19
240491;Patrick Street;Curraheen;Monday;05/09/2016;09:41:23;09:46:00;09:42:03
240561;UCC WGB;Curraheen;Monday;05/09/2016;09:41:24;09:45:00;09:42:17
240001;CIT Technology Park;Curraheen;Monday;05/09/2016;09:41:26;09:44:00;09:55:17
240491;Patrick Street;Curraheen;Monday;05/09/2016;09:44:38;09:46:00;09:42:03
240561;UCC WGB;Curraheen;Monday;05/09/2016;09:44:39;09:45:00;09:54:00
240001;CIT Technology Park;Curraheen;Monday;05/09/2016;09:44:42;09:47:00;09:55:17
241111;CIT Technology Park;Lotabeg;Monday;05/09/2016;18:31:43;18:41:00;18:50:00
240101;UCC WGB;Lotabeg;Monday;05/09/2016;18:31:44;18:41:00;18:43:32
