Friday;[17:01:00,17:11:00,17:21:00]
Monday;[17:01:00,17:11:00,17:21:00]
Sunday;[17:11:00,17:31:00]
Thursday;[17:01:00,17:11:00,17:21:00]
Wednesday;[17:01:00,17:11:00,17:21:00]
Saturday;[17:01:00,17:11:00,17:21:00]
Tuesday;[17:01:00,17:11:00,17:21:00]
