Wednesday 10;366.25
Wednesday 09;250.85
Thursday 11;370.85
Wednesday 11;381.88
Thursday 10;327.35
Saturday 11;510.85
Tuesday 09;256.75
Monday 09;372.1
Tuesday 10;423.7
Friday 11;395.1
Monday 10;350.5
Thursday 09;418.28
Friday 10;354.1
Friday 09;312.3157894736842
Saturday 10;397.16
Monday 11;385.95
Tuesday 11;342.88
Saturday 09;546.1
