Sunday;[18:31:00,18:51:00]
Monday;[18:31:00,18:41:00,18:51:00]
Thursday;[18:31:00,18:41:00,18:51:00]
Wednesday;[18:31:00,18:41:00,18:51:00]
Friday;[18:31:00,18:41:00,18:51:00]
Tuesday;[18:31:00,18:41:00,18:51:00]
Saturday;[18:31:00,18:51:00]
