Wednesday;[17:31:00,17:45:00]
Tuesday;[17:31:00,17:45:00]
Friday;[17:31:00,17:45:00]
Sunday;[17:31:00,17:51:00]
Thursday;[17:31:00,17:45:00]
Saturday;[17:31:00,17:41:00,17:51:00]
Monday;[17:31:00,17:45:00]
