Tuesday;[16:01:00,16:11:00,16:21:00]
Friday;[16:01:00,16:11:00,16:21:00]
Thursday;[16:01:00,16:11:00,16:21:00]
Wednesday;[16:01:00,16:11:00,16:21:00]
Saturday;[16:01:00,16:11:00,16:21:00]
Monday;[16:01:00,16:11:00,16:21:00]
Sunday;[16:11:00,16:31:00]
