Wednesday;[18:01:00,18:11:00,18:21:00]
Sunday;[18:11:00,18:31:00]
Friday;[18:01:00,18:11:00,18:21:00]
Monday;[18:01:00,18:11:00,18:21:00]
Tuesday;[18:01:00,18:11:00,18:21:00]
Saturday;[18:01:00,18:11:00,18:31:00]
Thursday;[18:01:00,18:11:00,18:21:00]
